filename,otus,sequences,meanSeqLen,shortestSeq,longestSeq,pctMissingData,alignmentLen
OG0003300.aln_pruned.fa,43,43,125,107,150,0.25746525388743635,169
OG0006920.aln_pruned.fa,27,27,195,117,213,0.17989417989417988,238
OG0003710.aln_pruned.fa,37,37,199,107,249,0.33612612612612613,300
OG0004994.aln_pruned.fa,23,23,190,105,229,0.32853643600734844,284
OG0008418.aln_pruned.fa,23,23,124,107,147,0.17304347826086958,150
OG0003577.aln_pruned.fa,25,25,554,137,763,0.3012594458438287,794
OG0002066.aln_pruned.fa,37,37,210,120,248,0.18437041692855646,258
OG0002737.aln_pruned.fa,34,34,361,102,480,0.321377331420373,533
OG0009053.aln_pruned.fa,23,23,153,101,176,0.3661516349263385,242
OG0006974.aln_pruned.fa,27,27,369,158,457,0.21027223805001583,468
OG0001125.aln_pruned.fa,22,22,196,103,231,0.6899069434502505,635
OG0001343.aln_pruned.fa,21,21,178,101,196,0.7573110766045549,736
OG0004385.aln_pruned.fa,32,32,266,100,594,0.6610546378653113,787
OG0003244.aln_pruned.fa,31,31,368,108,669,0.5666957279860506,851
OG0009234.aln_pruned.fa,21,21,181,102,368,0.5281498015873016,384
OG0009816.aln_pruned.fa,25,25,204,100,272,0.27574468085106385,282
OG0001606.aln_pruned.fa,38,38,127,124,169,0.26118040766656525,173
OG0007814.aln_pruned.fa,22,22,216,115,320,0.3411163304780326,329
OG0002624.aln_pruned.fa,39,39,319,103,374,0.7715967866182458,1398
OG0008234.aln_pruned.fa,21,21,215,100,512,0.6053298383573613,545
OG0006030.aln_pruned.fa,24,24,197,102,238,0.24249680715197958,261
OG0008083.aln_pruned.fa,20,20,320,112,449,0.368996062992126,508
OG0001913.aln_pruned.fa,21,21,481,116,698,0.39971499821873885,802
OG0006387.aln_pruned.fa,25,25,282,140,373,0.35873015873015873,441
OG0009603.aln_pruned.fa,23,23,185,105,253,0.37030464359656906,294
OG0008334.aln_pruned.fa,23,23,213,102,324,0.42028985507246375,369
OG0002625.aln_pruned.fa,25,25,124,106,141,0.24771084337349397,166
OG0007485.aln_pruned.fa,33,33,162,103,211,0.2979142070051161,231
OG0006130.aln_pruned.fa,24,24,204,100,267,0.31591415830546266,299
OG0008183.aln_pruned.fa,20,20,181,103,275,0.43421875,320
OG0008432.aln_pruned.fa,23,23,120,100,157,0.31736674035863427,177
OG0007356.aln_pruned.fa,21,21,212,100,417,0.5812710911136107,508
OG0008345.aln_pruned.fa,26,26,170,102,281,0.4278523489932886,298
OG0004998.aln_pruned.fa,26,26,220,129,272,0.19983277591973245,276
OG0007327.aln_pruned.fa,31,31,165,100,205,0.3008474576271186,236
OG0005949.aln_pruned.fa,37,37,174,108,256,0.3623403623403623,273
OG0000662.aln_pruned.fa,20,20,454,102,879,0.7715291750503018,1988
OG0001862.aln_pruned.fa,22,22,333,332,367,0.201935624184428,418
OG0008715.aln_pruned.fa,22,22,214,100,596,0.6926778514761347,699
OG0005849.aln_pruned.fa,33,33,320,105,568,0.4498674567285202,583
OG0001391.aln_pruned.fa,25,25,325,104,431,0.546276150627615,717
OG0006805.aln_pruned.fa,30,30,187,115,217,0.18340611353711792,229
OG0003162.aln_pruned.fa,42,42,481,210,579,0.30478251906823334,693
OG0006905.aln_pruned.fa,24,24,259,102,383,0.3525,400
OG0009113.aln_pruned.fa,23,23,248,105,342,0.4152429667519182,425
OG0001777.aln_pruned.fa,34,34,529,111,895,0.48754124473774035,1034
OG0003437.aln_pruned.fa,20,20,280,100,576,0.6264,750
OG0008878.aln_pruned.fa,23,23,157,111,183,0.21043478260869566,200
OG0005558.aln_pruned.fa,22,22,201,121,247,0.2369146005509642,264
OG0009446.aln_pruned.fa,23,23,178,107,251,0.37376048817696417,285
OG0000240.aln_pruned.fa,25,25,420,101,534,0.39107246376811594,690
OG0002809.aln_pruned.fa,26,26,451,122,791,0.4862449623269669,878
OG0009620.aln_pruned.fa,21,21,215,115,289,0.3533533533533533,333
OG0002017.aln_pruned.fa,24,24,293,111,363,0.35993100944081335,459
OG0004967.aln_pruned.fa,36,36,158,102,223,0.43953670985473103,283
OG0008879.aln_pruned.fa,25,25,172,100,202,0.18735849056603773,212
OG0002646.aln_pruned.fa,28,28,246,130,284,0.176899187768753,299
OG0002808.aln_pruned.fa,33,33,158,126,261,0.5161708831433602,327
OG0003982.aln_pruned.fa,23,23,371,108,641,0.5432910850847639,813
OG0006259.aln_pruned.fa,22,22,379,122,504,0.34553291536050157,580
OG0004138.aln_pruned.fa,24,24,222,132,241,0.25,296
OG0007091.aln_pruned.fa,25,25,231,111,324,0.398025974025974,385
OG0006878.aln_pruned.fa,25,25,162,103,193,0.35282868525896416,251
OG0005196.aln_pruned.fa,32,32,330,103,523,0.3996590909090909,550
OG0005721.aln_pruned.fa,23,23,170,102,201,0.28370478626233103,238
OG0004216.aln_pruned.fa,38,38,173,122,197,0.24732285258601047,231
OG0005070.aln_pruned.fa,31,31,119,102,128,0.23628518594616807,157
OG0004139.aln_pruned.fa,29,29,153,103,165,0.1259796238244514,176
OG0005197.aln_pruned.fa,35,35,144,111,153,0.08912848158131177,159
OG0002056.aln_pruned.fa,35,35,143,121,177,0.3206499661475965,211
OG0004447.aln_pruned.fa,33,33,267,128,393,0.5197214514988303,557
OG0002230.aln_pruned.fa,43,43,297,124,363,0.5017500194446605,598
OG0002930.aln_pruned.fa,32,32,249,105,1081,0.7774342691622104,1122
OG0001138.aln_pruned.fa,43,43,237,139,268,0.16905187835420393,286
OG0003835.aln_pruned.fa,34,34,219,114,265,0.2534013605442177,294
OG0006605.aln_pruned.fa,25,25,181,108,213,0.1616589861751152,217
OG0004275.aln_pruned.fa,40,40,269,101,314,0.2125,342
OG0004524.aln_pruned.fa,24,24,177,105,210,0.38053613053613056,286
OG0004793.aln_pruned.fa,31,31,454,110,1107,0.66906137014603,1374
OG0005642.aln_pruned.fa,35,35,247,150,288,0.6185934065934066,650
OG0005113.aln_pruned.fa,35,35,233,103,290,0.3054421768707483,336
OG0004703.aln_pruned.fa,28,28,330,103,503,0.45301062573789846,605
OG0004693.aln_pruned.fa,33,33,124,108,153,0.3326851401717712,187
OG0007339.aln_pruned.fa,21,21,184,103,234,0.27235083756822887,253
OG0002725.aln_pruned.fa,27,27,352,106,505,0.3536833536833537,546
OG0003212.aln_pruned.fa,34,34,153,102,190,0.5756884471240019,361
OG0003543.aln_pruned.fa,33,33,325,100,403,0.26074380165289257,440
OG0002074.aln_pruned.fa,37,37,468,100,1674,0.7308312905327831,1742
OG0007003.aln_pruned.fa,22,22,279,100,877,0.6938795853269537,912
OG0007568.aln_pruned.fa,20,20,219,100,1878,0.9006105834464043,2211
OG0002492.aln_pruned.fa,22,22,1189,122,4865,0.7591617736383883,4939
OG0007002.aln_pruned.fa,31,31,130,101,151,0.13522751548814355,151
OG0008970.aln_pruned.fa,24,24,184,100,240,0.2646082337317397,251
OG0004886.aln_pruned.fa,20,20,279,101,443,0.7478339350180505,1108
OG0004559.aln_pruned.fa,22,22,236,102,612,0.6566534914361001,690
OG0002901.aln_pruned.fa,32,32,339,121,455,0.3898943345323741,556
OG0002591.aln_pruned.fa,36,36,297,107,342,0.1933152664859982,369
OG0006966.aln_pruned.fa,22,22,255,103,445,0.5737592957960237,599
OG0008787.aln_pruned.fa,20,20,175,112,203,0.3702508960573477,279
OG0004308.aln_pruned.fa,20,20,219,101,494,0.694923504867872,719
OG0004459.aln_pruned.fa,23,23,239,147,253,0.2616722408026756,325
OG0008971.aln_pruned.fa,24,24,105,100,121,0.28800675675675674,148
OG0005488.aln_pruned.fa,21,21,182,100,207,0.3359307359307359,275
OG0010428.aln_pruned.fa,21,21,201,103,238,0.21834625322997417,258
OG0007730.aln_pruned.fa,24,24,227,100,301,0.30652947154471544,328
OG0002590.aln_pruned.fa,32,32,227,100,353,0.4979994481236203,453
OG0008191.aln_pruned.fa,24,24,204,106,366,0.5734375,480
OG0007344.aln_pruned.fa,21,21,260,115,370,0.34801288936627284,399
OG0004256.aln_pruned.fa,37,37,202,103,239,0.2806210465784934,282
OG0004030.aln_pruned.fa,22,22,190,106,229,0.27789256198347106,264
OG0002758.aln_pruned.fa,37,37,193,101,218,0.26935237123916367,265
OG0002009.aln_pruned.fa,20,20,392,112,767,0.5568926553672316,885
OG0003789.aln_pruned.fa,30,30,205,133,251,0.2747652582159624,284
OG0002109.aln_pruned.fa,25,25,160,101,214,0.35952,250
OG0006350.aln_pruned.fa,35,35,187,111,228,0.37769340294257236,301
OG0007244.aln_pruned.fa,23,23,285,107,361,0.4344375431331953,504
OG0006773.aln_pruned.fa,22,22,240,107,296,0.23694083694083695,315
OG0006136.aln_pruned.fa,26,26,190,136,229,0.3144714997232983,278
OG0004257.aln_pruned.fa,25,25,283,103,385,0.3270308788598575,421
OG0007515.aln_pruned.fa,26,26,204,105,255,0.3017852454712523,293
OG0009181.aln_pruned.fa,21,21,170,101,389,0.5748723429521434,401
OG0006295.aln_pruned.fa,28,28,195,104,246,0.3242610837438424,290
OG0007922.aln_pruned.fa,24,24,162,100,189,0.22946287519747235,211
OG0002575.aln_pruned.fa,33,33,379,109,568,0.370119101462385,603
OG0002818.aln_pruned.fa,28,28,535,113,1709,0.8223409801876955,3014
OG0001741.aln_pruned.fa,20,20,487,100,1228,0.6612578179291174,1439
OG0002713.aln_pruned.fa,36,36,354,112,1019,0.6764750608272506,1096
OG0007923.aln_pruned.fa,23,23,165,110,203,0.536110096212398,357
OG0008504.aln_pruned.fa,20,20,205,100,299,0.3463375796178344,314
OG0006177.aln_pruned.fa,24,24,146,114,179,0.32622887864823347,217
OG0007440.aln_pruned.fa,21,21,179,108,209,0.3456277056277056,275
OG0007311.aln_pruned.fa,24,24,182,100,237,0.24412171507607192,241
OG0006626.aln_pruned.fa,20,20,221,101,366,0.5754318618042227,521
OG0001275.aln_pruned.fa,29,29,316,137,494,0.408894618111505,535
OG0008422.aln_pruned.fa,21,21,279,111,762,0.6781874039938556,868
OG0009115.aln_pruned.fa,22,22,154,110,186,0.35564853556485354,239
OG0006491.aln_pruned.fa,27,27,201,102,272,0.3410796417332365,306
OG0009302.aln_pruned.fa,21,21,172,105,232,0.3807810894141829,278
OG0009164.aln_pruned.fa,20,20,136,105,179,0.4728682170542636,258
OG0006591.aln_pruned.fa,24,24,267,112,402,0.45036008230452673,486
OG0001012.aln_pruned.fa,29,29,303,112,337,0.20282378495791475,381
OG0005046.aln_pruned.fa,31,31,170,126,197,0.3236047107014849,252
OG0004571.aln_pruned.fa,33,33,141,101,159,0.24307243558580457,187
OG0005717.aln_pruned.fa,27,27,273,102,424,0.46296296296296297,510
OG0005749.aln_pruned.fa,30,30,142,115,161,0.16939571150097466,171
OG0003626.aln_pruned.fa,26,26,265,106,384,0.43057156975786526,467
OG0003440.aln_pruned.fa,27,27,260,128,306,0.18110878173771255,318
OG0007429.aln_pruned.fa,23,23,186,108,271,0.39243733182268803,307
OG0004471.aln_pruned.fa,28,28,222,104,709,0.6973990683229814,736
OG0005748.aln_pruned.fa,30,30,256,107,464,0.6617039964866052,759
OG0004320.aln_pruned.fa,21,21,267,100,368,0.27982590885816694,372
OG0005617.aln_pruned.fa,34,34,183,118,204,0.2071555895085307,231
OG0001720.aln_pruned.fa,31,31,273,124,398,0.477209646579905,523
OG0006487.aln_pruned.fa,26,26,160,101,177,0.2642907551164432,218
OG0003516.aln_pruned.fa,36,36,204,109,222,0.12440645773979107,234
OG0007280.aln_pruned.fa,23,23,238,100,350,0.35043241322118235,367
OG0003247.aln_pruned.fa,33,33,338,100,434,0.2620320855614973,459
OG0009299.aln_pruned.fa,25,25,153,101,197,0.32599118942731276,227
OG0005902.aln_pruned.fa,27,27,186,116,251,0.4484987946526408,338
OG0010412.aln_pruned.fa,22,22,259,106,835,0.8272121212121212,1500
OG0005387.aln_pruned.fa,25,25,149,120,216,0.39580645161290323,248
OG0005802.aln_pruned.fa,31,31,169,108,263,0.49663978494623656,336
OG0007281.aln_pruned.fa,29,29,179,128,205,0.2631430186546071,244
OG0009739.aln_pruned.fa,22,22,193,100,259,0.37835081585081587,312
OG0008050.aln_pruned.fa,20,20,215,105,311,0.30643086816720255,311
OG0003093.aln_pruned.fa,33,33,154,108,177,0.2452328159645233,205
OG0003575.aln_pruned.fa,31,31,258,113,325,0.29445372242243123,367
OG0004775.aln_pruned.fa,36,36,274,113,333,0.433252984389348,484
OG0004513.aln_pruned.fa,21,21,971,113,2495,0.6450153160679476,2736
OG0003843.aln_pruned.fa,20,20,405,131,483,0.2208653846153846,520
OG0006738.aln_pruned.fa,21,21,111,102,132,0.35960591133004927,174
OG0003475.aln_pruned.fa,33,33,221,162,253,0.23382615078116809,289
OG0004774.aln_pruned.fa,32,32,258,101,438,0.4786616161616162,495
OG0006885.aln_pruned.fa,24,24,297,108,453,0.3974358974358974,494
OG0005315.aln_pruned.fa,33,33,216,107,250,0.24944951242529098,289
OG0005774.aln_pruned.fa,32,32,220,100,451,0.6917772346368715,716
OG0000439.aln_pruned.fa,20,20,340,111,497,0.41560891938250427,583
OG0005172.aln_pruned.fa,33,33,230,103,1003,0.7848258706467661,1072
OG0002806.aln_pruned.fa,38,38,200,100,234,0.3048625022764524,289
OG0005125.aln_pruned.fa,32,32,246,103,290,0.2032766990291262,309
OG0005674.aln_pruned.fa,26,26,140,101,179,0.37098999655053466,223
OG0002288.aln_pruned.fa,36,36,269,131,329,0.2841312056737589,376
OG0007694.aln_pruned.fa,22,22,264,104,336,0.41192549099007897,449
OG0005427.aln_pruned.fa,20,20,235,104,574,0.7542797494780793,958
OG0008310.aln_pruned.fa,20,20,280,125,866,0.7177062374245473,994
OG0003508.aln_pruned.fa,29,29,265,116,579,0.5689655172413793,616
OG0001837.aln_pruned.fa,24,24,504,101,983,0.5294346070208139,1073
OG0000686.aln_pruned.fa,32,32,320,104,402,0.3175531914893617,470
OG0009076.aln_pruned.fa,21,21,227,100,296,0.2904613558819166,321
OG0002977.aln_pruned.fa,36,36,392,104,515,0.4200311833251272,677
OG0005426.aln_pruned.fa,22,22,300,112,397,0.28981302385557706,423
OG0007388.aln_pruned.fa,28,28,167,107,218,0.437320230105465,298
OG0005058.aln_pruned.fa,31,31,185,105,209,0.35651881720430106,288
OG0006326.aln_pruned.fa,21,21,448,103,621,0.36525897487707953,707
OG0000444.aln_pruned.fa,22,22,453,124,590,0.3016083916083916,650
OG0004221.aln_pruned.fa,25,25,312,162,381,0.25685714285714284,420
OG0001622.aln_pruned.fa,29,29,1005,106,3862,0.8101723812560601,5299
OG0007389.aln_pruned.fa,27,27,228,104,940,0.7874845105328376,1076
OG0009932.aln_pruned.fa,20,20,146,100,193,0.3829113924050633,237
OG0004189.aln_pruned.fa,21,21,256,101,671,0.7523349436392914,1035
OG0004046.aln_pruned.fa,28,28,972,126,1860,0.4833194170335509,1882
OG0005158.aln_pruned.fa,24,24,328,102,1834,0.8493310397553517,2180
OG0005609.aln_pruned.fa,29,29,205,100,439,0.6812616947340283,645
OG0008158.aln_pruned.fa,23,23,281,112,529,0.6004199604743083,704
OG0009943.aln_pruned.fa,23,23,141,100,170,0.19688735177865613,176
OG0004106.aln_pruned.fa,21,21,236,104,275,0.7675759280089989,1016
OG0000264.aln_pruned.fa,30,30,426,103,588,0.4103734439834025,723
OG0005129.aln_pruned.fa,31,31,113,106,126,0.23256320836966,148
OG0006000.aln_pruned.fa,20,20,221,100,277,0.2575503355704698,298
OG0001102.aln_pruned.fa,30,30,456,102,907,0.6278140293637847,1226
OG0003899.aln_pruned.fa,26,26,256,130,354,0.2804352510234863,357
OG0001768.aln_pruned.fa,39,39,444,135,595,0.5566377789707799,1003
OG0003409.aln_pruned.fa,30,30,361,127,523,0.3962715637173066,599
OG0008846.aln_pruned.fa,20,20,147,113,282,0.5633136094674556,338
OG0005566.aln_pruned.fa,28,28,385,245,408,0.07775119617224881,418
OG0007607.aln_pruned.fa,21,21,210,108,317,0.4063044936284373,355
OG0007461.aln_pruned.fa,30,30,140,109,171,0.30445544554455445,202
OG0003328.aln_pruned.fa,37,37,470,131,552,0.2527241527241527,630
OG0006483.aln_pruned.fa,24,24,116,103,127,0.18298368298368298,143
OG0003898.aln_pruned.fa,31,31,173,104,221,0.4505920783993467,316
OG0003579.aln_pruned.fa,23,23,367,119,660,0.67470111098297,1131
OG0005567.aln_pruned.fa,28,28,153,106,209,0.2742587601078167,212
OG0009479.aln_pruned.fa,25,25,136,101,151,0.12410256410256411,156
OG0002836.aln_pruned.fa,27,27,716,112,1417,0.5567702603593693,1616
OG0004185.aln_pruned.fa,21,21,232,104,435,0.6371279761904762,640
OG0005254.aln_pruned.fa,23,23,271,106,472,0.48166929919361545,523
OG0002395.aln_pruned.fa,24,24,185,103,221,0.24302721088435375,245
OG0005605.aln_pruned.fa,23,23,234,104,461,0.5566858080393765,530
OG0004463.aln_pruned.fa,32,32,164,116,361,0.6009382566585957,413
OG0005705.aln_pruned.fa,30,30,142,113,160,0.18819047619047619,175
OG0004563.aln_pruned.fa,38,38,143,123,156,0.263697705802969,195
OG0005255.aln_pruned.fa,20,20,515,267,575,0.1114655172413793,580
OG0002394.aln_pruned.fa,41,41,225,119,298,0.4669319033615868,423
OG0004452.aln_pruned.fa,39,39,220,114,304,0.5597522902912124,501
OG0004634.aln_pruned.fa,26,26,277,104,349,0.32896692679301376,414
OG0006749.aln_pruned.fa,23,23,232,101,387,0.48434782608695653,450
OG0003355.aln_pruned.fa,30,30,278,100,490,0.44552683896620277,503
OG0003404.aln_pruned.fa,30,30,269,142,789,0.6754322476879775,829
OG0003592.aln_pruned.fa,34,34,136,113,165,0.23937908496732027,180
OG0006649.aln_pruned.fa,30,30,244,125,286,0.2906280193236715,345
OG0006118.aln_pruned.fa,23,23,212,100,296,0.307038663078884,307
OG0002601.aln_pruned.fa,36,36,344,110,406,0.2352180339985218,451
OG0002307.aln_pruned.fa,23,23,270,154,301,0.16937850093358228,326
OG0000200.aln_pruned.fa,28,28,1433,231,2061,0.5818291717036975,3427
OG0002050.aln_pruned.fa,40,40,346,101,499,0.41892797319933,597
OG0005973.aln_pruned.fa,34,34,213,131,268,0.2914793824506547,301
OG0006108.aln_pruned.fa,20,20,266,102,519,0.5386481802426343,577
OG0002160.aln_pruned.fa,38,38,366,102,452,0.3196465188946392,539
OG0004850.aln_pruned.fa,24,24,165,100,189,0.20673076923076922,208
OG0001660.aln_pruned.fa,37,37,300,153,363,0.40175165224867015,503
OG0001406.aln_pruned.fa,24,24,439,118,806,0.4857533177205308,854
OG0005666.aln_pruned.fa,30,30,228,102,565,0.6301023155627355,619
OG0006957.aln_pruned.fa,35,35,171,101,218,0.46988058381247233,323
OG0005608.aln_pruned.fa,23,23,137,107,164,0.5730488792870645,322
OG0005766.aln_pruned.fa,34,34,233,109,487,0.578749337572867,555
OG0001407.aln_pruned.fa,42,42,334,110,410,0.2464071214071214,444
OG0004500.aln_pruned.fa,27,27,155,102,206,0.4560994560994561,286
OG0001897.aln_pruned.fa,26,26,327,133,453,0.4315571581196581,576
OG0002914.aln_pruned.fa,30,30,436,100,609,0.3032961190855928,627
OG0001152.aln_pruned.fa,32,32,382,214,425,0.1050936768149883,427
OG0006006.aln_pruned.fa,31,31,336,100,438,0.3523573200992556,520
OG0003233.aln_pruned.fa,20,20,363,105,1018,0.7191505791505791,1295
OG0003055.aln_pruned.fa,34,34,376,124,513,0.29981378026070765,537
OG0001925.aln_pruned.fa,33,33,273,112,352,0.300705262342091,391
OG0001334.aln_pruned.fa,27,27,653,104,927,0.4159212880143113,1118
OG0004195.aln_pruned.fa,36,36,212,149,229,0.2698549064528446,291
OG0007360.aln_pruned.fa,32,32,196,105,234,0.4036854103343465,329
OG0006106.aln_pruned.fa,26,26,194,101,228,0.3089198036006547,282
OG0008453.aln_pruned.fa,23,23,198,101,247,0.3471109839816934,304
OG0007686.aln_pruned.fa,29,29,191,107,243,0.2789732953072336,266
OG0005964.aln_pruned.fa,24,24,275,106,362,0.2710537918871252,378
OG0001061.aln_pruned.fa,30,30,288,106,349,0.23799472295514512,379
OG0002435.aln_pruned.fa,33,33,307,100,389,0.7733422788773342,1355
OG0007993.aln_pruned.fa,27,27,386,104,541,0.36397417153996103,608
OG0001630.aln_pruned.fa,32,32,141,105,159,0.2009180790960452,177
OG0005793.aln_pruned.fa,20,20,427,138,824,0.5378787878787878,924
OG0000755.aln_pruned.fa,23,23,643,104,1108,0.5684563758389262,1490
OG0001487.aln_pruned.fa,31,31,208,108,244,0.3510318573432178,322
OG0002434.aln_pruned.fa,29,29,304,116,368,0.3373150026294042,459
OG0003535.aln_pruned.fa,23,23,267,101,954,0.834927268343647,1623
OG0006963.aln_pruned.fa,29,29,188,102,226,0.2268230638778971,244
OG0007000.aln_pruned.fa,26,26,169,107,223,0.3303435694740043,253
OG0009544.aln_pruned.fa,20,20,263,154,313,0.25339943342776206,353
OG0009204.aln_pruned.fa,21,21,189,108,252,0.5498246804660106,421
OG0006962.aln_pruned.fa,24,24,336,101,519,0.4584003215434084,622
OG0004865.aln_pruned.fa,32,32,255,101,329,0.36796101485148514,404
OG0003752.aln_pruned.fa,27,27,187,101,224,0.23026715239829995,244
OG0008162.aln_pruned.fa,23,23,166,108,193,0.22608695652173913,215
OG0006680.aln_pruned.fa,25,25,130,103,271,0.5360283687943262,282
OG0009304.aln_pruned.fa,20,20,186,101,448,0.6145360824742268,485
OG0006995.aln_pruned.fa,28,28,193,102,258,0.4492694805194805,352
OG0008926.aln_pruned.fa,22,22,166,109,243,0.39793239251723006,277
OG0005094.aln_pruned.fa,23,23,221,116,713,0.761127526851461,927
OG0002154.aln_pruned.fa,43,43,251,107,306,0.42122427158513764,435
OG0003156.aln_pruned.fa,39,39,376,103,469,0.32977461447212336,562
OG0003607.aln_pruned.fa,26,26,223,100,482,0.7945539309175673,1089
OG0004875.aln_pruned.fa,28,28,189,100,229,0.3206605222734255,279
OG0002891.aln_pruned.fa,24,24,242,110,299,0.32439647168059427,359
OG0005950.aln_pruned.fa,22,22,111,100,138,0.22978056426332288,145
OG0002667.aln_pruned.fa,29,29,465,116,602,0.4938651457731417,919
OG0007857.aln_pruned.fa,30,30,124,100,166,0.4028846153846154,208
OG0001939.aln_pruned.fa,25,25,138,103,163,0.6730969267139479,423
OG0005951.aln_pruned.fa,25,25,197,125,236,0.33135135135135135,296
OG0003207.aln_pruned.fa,32,32,336,110,1333,0.7757916666666667,1500
OG0005406.aln_pruned.fa,25,25,284,108,369,0.26762886597938146,388
OG0003812.aln_pruned.fa,32,32,342,101,503,0.4734543010752688,651
OG0003061.aln_pruned.fa,25,25,217,106,279,0.4361658031088083,386
OG0009276.aln_pruned.fa,20,20,108,101,118,0.1917910447761194,134
OG0007839.aln_pruned.fa,25,25,136,115,142,0.1207741935483871,155
OG0004760.aln_pruned.fa,25,25,286,101,461,0.4319047619047619,504
OG0004286.aln_pruned.fa,20,20,318,125,356,0.32040598290598293,468
OG0009277.aln_pruned.fa,20,20,238,100,352,0.358355795148248,371
OG0005369.aln_pruned.fa,23,23,211,106,455,0.6593267882187939,620
OG0005183.aln_pruned.fa,21,21,105,100,137,0.3823447507658034,171
OG0005465.aln_pruned.fa,27,27,229,100,294,0.345679012345679,351
